# SSG Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-1011	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidLexer.scala	bug	resolved	high	[R0610-P1] {% endraw -%} silently swallows the rest of the template into the raw body: scanRawBody only accepts literal %} after endraw (LiquidLexer.scala:420) so with -%} no endraw tokens are emitted and the parser consumes to EOF — silent corruption, no test coverage (review sec.2); done = endraw with whitespace-control variants terminates the raw block + proof-of-red test	2026-06-13	manual
ISS-1012	ssg-liquid/src/main/scala/ssg/liquid/filters/Where_Exp.scala	bug	resolved	high	 — red:c497baf0 fix:a3dfab68 test:ssg.liquid.WhereExpScopeIss1012Suite audit:PASS gates: caller enumeration verified (Include unaffected, liqp call-site parity), TemplateContext.get local-first parity, 2 mutations caught (5 catchers under scoping revert), 3 un-pins match liqp Where_ExpTest.java:270-322 verbatim, 871/871 x3 platforms, ratchet improved fail_liq 47->44 + shortcuts 170->169; squash-merged	2026-06-11	manual
ISS-1013	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidLexer.scala	bug	resolved	medium	 — red:aff2e5e3 fix:43f8074c test:ssg.liquid.StripLeadingWhitespaceIss1013Suite audit:PASS — withStripSpaceAroundTags stripped trailing whitespace only (handlePostTagStripping); LEADING whitespace before opening {{/{% was never stripped, diverging from liqp; fix adds LiquidLexer.emitTextBeforeTag (trims preceding text's trailing whitespace when stripSpacesAroundTags) called from scanDefault before scanOutputTag/scanTagStart, faithful to LiquidLexer.g4:86-95 (full mode WhitespaceChar*, singleLine SpaceOrTab* with NO linebreak — the leading/trailing asymmetry vs g4:122-131 honored), end-of-input emitText + explicit {{-/{%- markers untouched; proof-of-red (auditor: revert→2 RED fail leading-strip+singleLine-asymmetry, baseline+trailing-control pass; asymmetry-breaking mutation also caught); also un-failed 4 pre-existing tests that DOCUMENTED this exact bug (LiquidLexerSuite OutStart/TagStart, WhitespaceControlExtra, WhitespaceWindowsControl) + restored 2 ParseSuite expected values to liqp-correct (independently derived: full→abc, singleLine→'a \n \nb \n c'); compile JVM/JS/Native, red 4/4 all platforms, full ssg-liquid 878/0; ratchet: fail_marks_ssg-liquid 44->40 (the 4 bug-tied removals, baseline updated), shortcut 169/covenant ok carried; 16th resolved post-rewire (3rd medium)	2026-06-13	manual
ISS-1014	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidParser.scala	incomplete-port	resolved	medium	 — fix:e37b55f8 test:LiquidLexerSuite+LiquidParserSuite+TemplateExtraSuite audit:PASS — ported liqp's invalid-tag/misplaced-end-block detection state machine (error_other_tag g4:98-110, 5 cases: Mismatched/Invalid/Missing End Tag, Invalid Tag, Invalid Empty Tag) into the hand-written LiquidParser via reportTokenError + openBlocks stack + new INVALID_END_TAG lexer token; unknown/invalid tags now raise LiquidException in ALL error modes — faithful to liqp's UNCONDITIONAL parser error listener (Template.java:91-98, no errorMode gate; lexer Invalid* setType unconditional; isStrict/isWarn/isLax gate only output-tag leniency g4:231-232); 1 BOUNCE — pass1 fabricated an errorMode!=LAX gate ('LAX lenient') presented as faithful (port-auditor FAIL: liqp throws on invalid tags in all modes incl LAX), pass2 removed the gate (reportTokenError->Nothing, unconditional throw) + deleted per-case LAX fallbacks; port-auditor PASS (proof-of-red 9 RED on neuter, 5-case fidelity, full ssg-liquid 878/0, 9 un-pins green JVM/JS/Native, no test relied on the removed leniency); un-pinned 9 .fail detection tests (8 invalid-tag + 1 TemplateExtra same-family); covenant re-stamped (Covenant-verified 2026-06-14 on LiquidParser/LiquidLexer/Token, verified [ok]); ratchet fail_marks_ssg-liquid 40->31 (--update), shortcut 169/covenant 98 unchanged; 26th resolved post-rewire (13th medium)	2026-06-14	manual
ISS-1015	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidParser.scala	incomplete-port	resolved	medium	 — fix:898d8ccf test:ssg.liquid.IncludeExtraSuite audit:PASS — Jekyll variable-syntax includes {% include {{ tmpl }} %} were unsupported (parseIncludeTag only took STR/bare-id); ported liqp's output-expression include name: LEXER scanInsideTag now emits OUT_START/OUT_END for a nested {{ inside a tag (faithful to liqp OutStart2 LiquidLexer.g4:117 + LiquidLexerTest:82; bare single { unchanged), PARSER parseIncludeTag Jekyll branch parses parseOutput() when next is OUT_START (faithful to file_name_or_output g4:219-222 output #jekyll_include_output; Include.java:26 renders nodes[0] to the filename); un-pinned 3 .fail tests + CORRECTED 1 wrong assertion (the LIQP/default-flavor test expected render but liqp expressionInIncludeTagDefaultFlavorThrowsException @Test(expected=RuntimeException) — LIQP uses Liquid-style include which rejects nested output; old broken lexer masked the wrong assertion); port-auditor PASS (Opus 4.8; lexer+parser faithful, all 4 test changes verified vs liqp IncludeTest, proof-of-red 4 RED + RECONSTRUCTED baseline proving the masking, full ssg-liquid 878/0, cross-platform 22/22); ratchet shortcut_hits 169->167 (2 resolved 'not yet supported' gap-comments) + fail_marks_ssg-liquid 31->28 (3 un-pins), both --update + auditor-verified legit; covenant LiquidParser/LiquidLexer already verified 2026-06-14; 27th resolved post-rewire (14th medium); 0 bounces	2026-06-14	manual
ISS-1016	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidParser.scala	bug	resolved	low	 — red:stash(stash LiquidParser → NumericDottedPathIss1016Suite Data.1.Value RED 'hi ' not 'hi tobi' @:31 + m.1.2 RED + un-pinned NodeExtraSuite RED) fix:a580aa6c test:ssg.liquid.NumericDottedPathIss1016Suite(6)+NodeExtraSuite(number-as-key un-pinned) audit:PASS — parseLookup DOT branch now accepts LONG_NUM (Hash with value) + splits DOUBLE_NUM at '.' into Hash segments (addDoubleNumHashSegments), faithful to liqp Id-matches-leading-digit (LiquidLexer.g4:186) + handleIdChain split (g4:49-66) + Hash(id2.getText()) (NodeVisitor.java:812-813); auditor liqp-oracle-verified (LookupNodeTest.java:300-306 → 'hi tobi'), Hash-not-Index + list→'' faithful, DOUBLE_NUM split matches liqp for the complete ssg-lexer token set; 2 mutations (LONG_NUM-key-corrupt, no-split) each killed named tests; fix-not-workaround (faithful results, lexer IdChain follow-up optional); ssg-liquid 920/920 JVM + 902/18skip JS/Native no regression; covenant verified; RATCHET IMPROVED fail_marks_ssg-liquid 26→25 + shortcut_hits 132→131 (baselines lowered); 0 bounces; filed negative-key follow-up	2026-06-20	manual
ISS-1017	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidLexer.scala	bug	resolved	low	 — red:9101ba34 fix:1fc43912 test:LiquidInlineCommentIss1017Suite audit:PASS — skipInlineComment ported to g4:119/194 grammar (each inline-comment line must start with #, else LiquidException); compile all-3-platforms clean; LiquidLexerSuite 99/0 LiquidParserSuite 40/0 ParseSuite 13/0; ratchet CLEAN (shortcut_hits 131, assumes_ssg-liquid 19, fail_marks_ssg-liquid 25); covenant verify --file ok	2026-06-21	manual
ISS-1018	ssg-liquid/src/main/scala/ssg/liquid/TemplateParser.scala	missing-test	resolved	medium	 — fix:3687e7b7 test:ssg.liquid.StrictErrorModeIss1018Suite audit:PASS — user chose COMPREHENSIVE STRICT-fidelity pass; ISS-1018 (filed missing-test) was actually a fidelity gap; TWO divergences fixed: (1) output-tag trailing junk {{ x y }} — SSG STRICT silently dropped it (OutputNode.render gated ==WARN only) where liqp STRICT throws (g4:231 strict rule has no unparsed alt), WARN collects 'unexpected output' error + renders, LAX renders silent; now STRICT throws LiquidException('unexpected output'), WARN/LAX unchanged-faithful (matches liqp OutputNode.java:42-56 + GtNodeTest:101-114); (2) built-in block-ends (if/unless/case/for/tablerow/capture)+EOF were STRICT-only via expect() where liqp requires them in ALL modes (if_tag g4:134 etc. no errorMode predicate, Template.java:91-98 unconditional listener) — expect() now throws unconditionally (mirrors reportTokenError); added StrictErrorModeIss1018Suite (8 tests: output-tag STRICT-throw/WARN-collect+render/LAX-render + missing/mismatched block-ends throw all modes), JVM/JS/Native 8/8; port-auditor PASS (Opus 4.8; both fixes faithful to liqp g4, proof-of-red both reverts — OutputNode-revert→STRICT test fails, expect()-STRICT-only-revert→mismatched-end WARN/LAX tests fail; STRICT render-time-throw is faithful architectural equiv of liqp parse-time-throw, observable contract preserved); un-pinned BlocksExtra case-bad-syntax (liqp case_tag g4:149-150 throws all modes, assertion unchanged); full ssg-liquid 886/0 cross-platform; errorMode param kept faithful to liqp LiquidParser ctor g4:36; OutputNode covenant re-stamped 2026-06-14; ratchet fail_marks_ssg-liquid 28->27 (--update, 1 un-pin), shortcut 167/covenant 98 unchanged; 28th resolved post-rewire (15th medium); 0 implementer bounces (orchestrator did metric-hygiene comment reword + covenant bump)	2026-06-14	manual
ISS-1019	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidLexer.scala	missing-test	resolved	medium	 — fix:9cc2d625 test:ssg.liquid.RawWhitespaceMatrixIss1019Suite audit:PASS — added a 16-cell raw × whitespace-control combination matrix (raw-open {plain,{%-,−%},{%- −%}} × endraw-close {plain,{%-,−%},{%- −%}}); 12 cells assert liqp-faithful output (4 valid-raw A-group with edge-stripping per g4:86-98/122-134, 4 invalid-endraw B-group where {%- endraw} is literal per RawEnd g4:284 only-{%, 4 coincidental-match C-group) + a mutation spot-check (neuter leading-strip → 6 cells fail; neuter endraw -%} trailing-strip → 6 cells fail) proving teeth; the matrix CAUGHT a real divergence (its purpose): 4 cells (C3/C4/C7/C8, {% raw -%} raw-open) diverge — SSG scanTagStart accepts -%} as raw-open tag-end, liqp RawStart g4:212 only accepts %} — correctly EXCLUDED (no .fail, no fail_marks regression) + filed as ISS-1189 + cited in the suite header; verify-issue auditor PASS (Opus 4.8; independently re-derived all 12 values from liqp g4, confirmed the 4 exclusions genuine not mis-derived drops, re-ran the leading-strip mutation → 6 RED); 12/12 JVM+JS+Native, full ssg-liquid 898/0; ratchet UNCHANGED (test-only: fail_marks 27/shortcut 167/assumes 19 — no un-pin, no .fail added); 29th resolved post-rewire (16th medium); 0 bounces; ISS-1189 filed (raw-open -%} divergence)	2026-06-14	manual
ISS-1020	ssg-liquid/src/main/scala/ssg/liquid/antlr/LocalFSNameResolver.scala	pit-of-success	resolved	high	 — red:stash(git stash LocalFSNameResolver.scala → new suite compile FAIL: jailRoot ctor param missing @:25/39/58) fix:4e0e41ea test:ssg.liquid.LocalFSNameResolverJailIss1020Suite(5) audit:PASS — both absolute+relative branches jailed (normalize-before-check, throw BEFORE read — auditor mutation NoSuchFileException proves no read on escape), reuses IncludeRelative.isUnderRoot separator-boundary predicate (single source of truth, mutation turned BOTH 1020+1214 suites red), INERT when no jail-root=faithful liqp port (909 pre-existing tests green), full-port covenant verified intact +deviation note; 1 bounce (2 dead assume(FileOps.isSupported) guards inflated assumes_ssg-liquid 19→21, removed); ssg-liquid 914/914 all 3 platforms; shortcut_hits 142 + assumes 19 + covenant_fail_total unchanged; pipeline JailedNameResolver wrapper (ISS-1211) untouched	2026-06-19	manual
ISS-1021	ssg-liquid/src/main/scala/ssg/liquid/Insertions.scala	bug	open	medium	[R0610-P2] module-local null/Nullable convention violations: Insertions.get returns raw null (Insertions.scala:72) violating the no-null rule, and ssg.liquid.Nullable (Nullable.scala) is a module-local duplicate of lls lowlevel.Nullable; done = get returns lls Nullable and the duplicate opaque type is replaced by lls module-locally, compile clean on all 3 platforms	2026-06-10	manual
ISS-1022	ssg-liquid/src/main/scala/ssg/liquid/antlr/NameResolver.scala	pit-of-success	open	low	[R0610-P2] package ssg.liquid.antlr is a liqp fossil: it contains no ANTLR and hides the resolver SPI (NameResolver/LocalFSNameResolver live there — review sec.6); done = package renamed to a truthful name with type-mappings.md updated and deprecated aliases if needed, or a header+docs note justifying keeping the liqp package shape	2026-06-10	manual
ISS-1023	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidParser.scala	docs	open	low	[R0610-P2] unknown-filter handling diverges from liqp — parse-time error upstream vs render-time here (parseFilter LiquidParser.scala:162) — and the divergence is documented only in .fail tests, not in the file header or docs; done = divergence fixed to parse-time per liqp or recorded in the header Migration notes and conversion docs	2026-06-10	manual
ISS-1024	.rescale/data/issues.tsv	db-hygiene	open	medium	[R0610-P2] umbrella: 47 .fail-pinned divergences in ssg-liquid tests are tracked in no database (review sec.5; ratchet target fail_marks_ssg-liquid 47 -> 0); done = every ssg-liquid .fail mark either fixed and unpinned or citing an open ISS on the same line	2026-06-10	manual
ISS-1025	ssg-liquid/src/main/scala/ssg/liquid/filters/Filters.scala	incomplete-port	open	medium	[R0610-P3] umbrella: Jekyll-ecosystem filters beyond liqp's set (group_by, group_by_exp, slugify, jsonify, xml_escape, cgi_escape, uri_escape, number_of_words, array_to_sentence_string, markdownify, smartify, sassify, ...) are needed for the SSG goal but untracked — filters/Filters.scala registers only the liqp set; done = each missing Jekyll filter has its own issue or is implemented with tests and tracked in the migration DB	2026-06-10	manual
ISS-1026	ssg-minify/src/main/scala/ssg/minify/Minifier.scala	bug	resolved	high	[R0610-P1] exclude matching is substring contains, not fnmatch: Minifier.scala:81 uses filePath.contains(pattern) where Ruby uses File.fnmatch (jekyll-minifier.rb:1093) — '*.css' patterns never match and 'js' over-matches; done = fnmatch-style glob matching ported per Ruby + differential tests for glob and exact-name patterns	2026-06-13	manual
ISS-1027	ssg-minify/src/main/scala/ssg/minify/Minifier.scala	bug	resolved	high	 — red:d12068f1 fix:25ccea68 test:ssg.minify.MinifyFileIss1026Iss1027Suite audit:PASS gates: endsWith passthrough per rb:977/985/1175/1183, byte-identical pinned, json correctly unguarded (control), order-equivalence vs Ruby flow verified, mutation caught, 161/161 x3; squash-merged	2026-06-11	manual
ISS-1028	ssg-minify/src/main/scala/ssg/minify/html/HtmlMinifier.scala	pit-of-success	resolved	high	[R0610-P1] HtmlMinifier.minify swallows all exceptions and returns input unchanged with no diagnostics channel (HtmlMinifier.scala:59-61 case _: Exception => input) where Ruby at least warns — a build ships unminified assets with no way to notice; done = failures surfaced via a logging/diagnostics channel instead of a silent blanket catch + test asserting the diagnostic is emitted	2026-06-13	manual
ISS-1029	ssg-minify/src/main/scala/ssg/minify/JsCompressor.scala	api-noop	resolved	high	[R0610-P1] jsCompressorOpts is unfillable dead API: JsCompressorOptions is an empty trait with zero implementations (JsCompressor.scala:47), the 2-arg compress defaults to discarding options (JsCompressor.scala:40), and inline script compression calls the 1-arg form anyway (HtmlMinifier.scala:323) — Ruby's terser_args has no working end-to-end equivalent; done = options type implemented and threaded end-to-end incl. inline scripts + differential test per option path	2026-06-13	manual
